csvw:table,dcterms:title,csvw:column,skos:description,csvw:datatype,csvw:format,skos:note,skos:example,vann:preferredNamespacePrefix,iri,csvw:required,dsd:isUnique,csvw:minLength
survey,Survey,compilationTypes,"A statement specifying whether data reported are derived from sampling events, ancillary data compiled from other sources, or a combination of both.",string,default,"This term is only relevant if a dwc:Event is an inventory. Recommended best practice is to use a controlled vocabulary. Recommended best practice is to separate the values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`samplingEvents`; `compilationOfExistingSourcesAndSamplingEvents`; `compilationOfExistingSources`; `compilationOfExistingSourcesAndSamplingEvents | compilationOfExistingSources`,eco,http://rs.tdwg.org/eco/terms/compilationTypes,,,
survey,Survey,compilationSourceTypes,The types of data sources contributing to the compilation reported.,string,default,"This term is only relevant if a dwc:Event is a compilation in which one or more types of data sources were used. Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`museumSpecimens`; `literature`; `expertKnowledge | localKnowledge`,eco,http://rs.tdwg.org/eco/terms/compilationSourceTypes,,,
survey,Survey,inventoryTypes,The types of search processes used to conduct the inventory.,string,default,"This term is only relevant if a dwc:Event represents an inventory. Recommended best practice is to use a controlled vocabulary. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`restrictedSearch`; `openSearch`; `opportunisticSearch`; `adventitious`; `compilation`; `openSearch | opportunisticSearch`,eco,http://rs.tdwg.org/eco/terms/inventoryTypes,,,
survey,Survey,protocolNames,Categorical descriptive names for the methods used during a dwc:Event.,string,default,"Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`boxTrapping`; `floraInventory`; `boxTrapping | funnelTrapping`,eco,http://rs.tdwg.org/eco/terms/protocolNames,,,
survey,Survey,protocolDescriptions,A detailed description of the methods used during a dwc:Event.,string,default,"This description should be associated with protocols provided in eco:protocolNames. The description may include deviations from a protocol referred to in eco:protocolReferences. Recommended good practice is to provide information about instruments used, calibration, etc. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).","`Three conventional harp traps (3.2m ht x 2.2m w) were established in flight path zones for a period of 4 hrs at dawn and dusk for a total of 10 trap nights. Traps were visited on an hourly basis during each deployment period and the trap catch recorded for species, size, weight, sex, age and maternal status.`",eco,http://rs.tdwg.org/eco/terms/protocolDescriptions,,,
survey,Survey,protocolReferences,The references to the methods used during a dwc:Event.,string,default,Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,"`Penguins from space: faecal stains reveal the location of emperor penguin colonies, https://doi.org/10.1111/j.1466-8238.2009.00467.x`",eco,http://rs.tdwg.org/eco/terms/protocolReferences,,,
survey,Survey,isAbundanceReported,The number of dwc:Organisms collected or observed was reported.,boolean,default,Typically the abundance values would be reported in a dwc:organismQuantity and dwc:organismQuantityType terms for the child dwc:Occurrence records for this dwc:Event.,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isAbundanceReported,,,
survey,Survey,isAbundanceCapReported,"A maximum number of dwc:Organisms was reported, as specified or restricted by the protocol used.",boolean,default,Values of abundance cap should be captured under the term eco:abundanceCap.,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isAbundanceCapReported,,,
survey,Survey,abundanceCap,The reported maximum number of dwc:Organisms.,integer,default,,`300`; `700`,eco,http://rs.tdwg.org/eco/terms/abundanceCap,False,,0.0
survey,Survey,isVegetationCoverReported,A vegetation cover metric was reported.,boolean,default,Typically values or descriptions of vegetation cover would be captured under the term eco:verbatimSiteDescriptions.,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isVegetationCoverReported,,,
survey,Survey,isLeastSpecificTargetCategoryQuantityInclusive,The total detected quantity for a dwc:Taxon (including subcategories thereof) in a dwc:Event is given explicitly in a single record (dwc:organismQuantity value) for that dwc:Taxon.,boolean,default,"Recommended values are 'true' and 'false'. This term is only relevant if dwc:organismQuantity is a number. For a detailed explanation, see http://rs.tdwg.org/eco/docs/inclusive/.",`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isLeastSpecificTargetCategoryQuantityInclusive,,,
survey,Survey,hasVouchers,Specimen vouchers were collected during a dwc:Event.,boolean,default,,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/hasVouchers,,,
survey,Survey,voucherInstitutions,A list (concatenated and separated) of the names or acronyms of the institutions where vouchers collected during a dwc:Event were deposited.,string,default,Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ).,`FMNH`; `AMNH | MVZ`; `Nairobi National Museum`,eco,http://rs.tdwg.org/eco/terms/voucherInstitutions,,,
survey,Survey,hasMaterialSamples,Material samples were collected during a dwc:Event.,boolean,default,,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/hasMaterialSamples,,,
survey,Survey,materialSampleTypes,A list (concatenated and separated) of material sample types collected during a dwc:Event.,string,default,"Recommended best practice is to use a controlled vocabulary and separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`wholeOrganism`; `skeleton`; `tissue | blood | fecal | stomachContent`,eco,http://rs.tdwg.org/eco/terms/materialSampleTypes,,,
survey,Survey,samplingPerformedBy,"A person, group, or organization that performed the sampling.",string,default,"The sampling dwc:Event could be at any level of hierarchy. In the case of a higher level (parent) dwc:Event, include all the organizations or people involved in the child dwc:Events that contributed to the parent dwc:Event. Recommended best practice is to separate multiple values in a list with space vertical bar space ( | ). This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`North American Butterfly Association`; `KK Wall`; `JJ Green`; `LL Pink and FF Grey | Aspen Center for Environmental Studies`,eco,http://rs.tdwg.org/eco/terms/samplingPerformedBy,,,
survey,Survey,samplingPerformedByID,The identifier for the Agent who performed the sampling.,string,default,"Recommended best practice is to provide a single identifier that disambiguates the details of the sampling agent. If a list is used, the order of the identifiers on the list should not be assumed to convey any semantics. Recommended best practice is to separate the values in a list with space vertical bar space (` | `).",`https://orcid.org/0000-0002-1825-0097`,gum,,,,
survey,Survey,isSamplingEffortReported,The sampling effort associated with a dwc:Event was reported.,boolean,default,Typically values of effort would be captured under the terms eco:samplingEffortValue and eco:samplingEffortUnit.,`true`; `false`,eco,http://rs.tdwg.org/eco/terms/isSamplingEffortReported,,,
survey,Survey,samplingEffortProtocol,A description of or reference (publication or URL) to the methods used to determine the sampling effort.,string,default,"This description should be associated with the values reported in eco:samplingEffortValue and eco:samplingEffortUnit. This is a specialization of eco:protocolDescriptions focused on effort, distinct from the survey method. The effort relates to the intensity of sampling and therefore can assist in interpreting estimates of completeness. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.","`40 box traps deployed at even spacings along 4 parallel 100m transects placed 50m apart and visited at 6 hourly intervals over a 48 hour period`; `2 people occupying a bird hide for a period of 8 hours and undertaking a 30 minute count of species within the 150 degree field of view every 2 hours`; `A single baited camera trap station with motion sensor trigger, deployed for a period of 10 days and configured for detecting large fauna moving through a known traffic way`",eco,http://rs.tdwg.org/eco/terms/samplingEffortProtocol,,,
survey,Survey,samplingEffortProtocolID,An identifier for a Protocol used to determine sampling effort.,string,default,,,ecoiri,http://rs.tdwg.org/eco/iri/samplingEffortProtocol,,,
survey,Survey,samplingEffortValue,The numeric value for the sampling effort expended during a dwc:Event.,number,default,This term is meant to capture the total sampling effort value. To express details of how the effort was determined use eco:samplingEffortProtocol. For compilations it is recommend not to infer effort. An eco:samplingEffortValue must have a corresponding eco:samplingEffortUnit.,`1900`; `40`; `5.5`,eco,http://rs.tdwg.org/eco/terms/samplingEffortValue,False,,0.0
survey,Survey,samplingEffortUnit,The units associated with the eco:samplingEffortValue.,string,default,"Recommended best practice is to use a controlled vocabulary. This term has an equivalent in the dwciri: namespace that allows only an IRI as a value, whereas this term allows for any string literal value.",`trapHours`; `personHours`; `trapDays`,eco,http://rs.tdwg.org/eco/terms/samplingEffortUnit,,,
survey,Survey,informationWithheld,"Additional information that exists, but that has not been shared in the given record.",string,default,,`location information not given for endangered species`; `collector identities withheld | ask about tissue samples`,dwc,http://rs.tdwg.org/dwc/terms/informationWithheld,,,
